Feature,Coefficient,Abs_Coefficient
Passing_Year_Of_PG Organization_encoded University_PG_encoded,2636.109798534825,2636.109798534825
Total_Experience Inhand_Offer No_Of_Companies_worked,-2635.4925196100653,2635.4925196100653
Inhand_Offer Organization_encoded PG_Specialization_encoded,-2635.2440170279733,2635.2440170279733
Industry_encoded^2 University_PG_encoded,-2634.9877909768725,2634.9877909768725
Has_PHD^2 Performance_Score,-2633.7887589269367,2633.7887589269367
Graduation_Specialization_encoded PHD_Specialization_encoded University_PHD_encoded,2631.989400974009,2631.989400974009
Number_of_Publications^2 Curent_Location_encoded,2631.843413112708,2631.843413112708
No_Of_Companies_worked University_PG_encoded^2,2630.297782483777,2630.297782483777
Inhand_Offer Industry_encoded Education_Level_encoded,2630.179800119802,2630.179800119802
Total_Experience Passing_Year_Of_PHD International_degree_any,-2629.7366022174065,2629.7366022174065
Has_PG^2 University_PHD_encoded,-2629.707300397702,2629.707300397702
Total_Experience_in_field_applied Has_PG Graduation_Specialization_encoded,2624.4475537689436,2624.4475537689436
Certifications International_degree_any Education_Level_encoded,-2619.30875247301,2619.30875247301
Passing_Year_Of_PG Certifications Organization_encoded,2618.2591473027824,2618.2591473027824
No_Of_Companies_worked Field_Specialization_Ratio Has_PHD,2617.945990123764,2617.945990123764
Total_Experience Department_encoded Curent_Location_encoded,2616.3474844449256,2616.3474844449256
Total_Experience_in_field_applied No_Of_Companies_worked Designation_encoded,-2615.0703836271236,2615.0703836271236
Number_of_Publications Field_Specialization_Ratio Industry_encoded,-2612.899268178607,2612.899268178607
Total_Experience_in_field_applied Department_encoded Education_Level_encoded,-2610.293488830193,2610.293488830193
Role_encoded Graduation_Specialization_encoded,2609.443442597763,2609.443442597763
University_PG_encoded Preferred_location_encoded,-2608.7010217506095,2608.7010217506095
Total_Experience_in_field_applied Current_CTC Number_of_Publications,-2608.3545123676295,2608.3545123676295
Total_Experience_in_field_applied Certifications^2,-2608.0474412380436,2608.0474412380436
Organization_encoded Preferred_location_encoded,-2608.003652856095,2608.003652856095
Inhand_Offer Number_of_Publications PHD_Specialization_encoded,2607.483815408031,2607.483815408031
Number_of_Publications Performance_Score University_PHD_encoded,2606.653323581296,2606.653323581296
Number_of_Publications Organization_encoded PG_Specialization_encoded,2605.4278651834566,2605.4278651834566
Passing_Year_Of_Graduation Department_encoded Organization_encoded,2604.1070874383017,2604.1070874383017
Number_of_Publications Role_encoded Organization_encoded,2603.3292247077407,2603.3292247077407
Has_PHD Department_encoded Graduation_Specialization_encoded,2601.0569361260796,2601.0569361260796
Passing_Year_Of_Graduation Inhand_Offer Graduation_Specialization_encoded,2599.2488432650985,2599.2488432650985
Performance_Score Designation_encoded University_PG_encoded,-2596.7144322845566,2596.7144322845566
Passing_Year_Of_Graduation Passing_Year_Of_PHD Graduation_Specialization_encoded,2596.4705452355256,2596.4705452355256
Passing_Year_Of_PHD Has_PHD PHD_Specialization_encoded,2596.4381852339275,2596.4381852339275
Number_of_Publications Has_PHD PHD_Specialization_encoded,2594.6358035424273,2594.6358035424273
No_Of_Companies_worked Has_PG Education_Level_encoded,2594.587475635882,2594.587475635882
Total_Experience_in_field_applied Passing_Year_Of_Graduation Organization_encoded,-2593.552840155437,2593.552840155437
Has_PHD Performance_Score University_PG_encoded,-2592.0293665623867,2592.0293665623867
Current_CTC Field_Specialization_Ratio PG_Specialization_encoded,-2591.2861725057332,2591.2861725057332
Total_Experience Total_Experience_in_field_applied Preferred_location_encoded,2588.970624162892,2588.970624162892
Has_PG Performance_Score University_PHD_encoded,-2587.739109671732,2587.739109671732
Total_Experience_in_field_applied Certifications University_PHD_encoded,2587.2152674340173,2587.2152674340173
Role_encoded Preferred_location_encoded Education_Level_encoded,-2582.4156311311785,2582.4156311311785
Certifications Field_Specialization_Ratio PG_Specialization_encoded,-2581.423796226999,2581.423796226999
Inhand_Offer Performance_Score Department_encoded,-2580.685380911212,2580.685380911212
Department_encoded University_PG_encoded Preferred_location_encoded,2579.4696094701912,2579.4696094701912
Passing_Year_Of_PG Certifications University_Grad_encoded,2576.8726447903996,2576.8726447903996
Has_PHD Role_encoded Education_Level_encoded,-2575.5722745462504,2575.5722745462504
Passing_Year_Of_PHD Current_CTC Role_encoded,2574.271630696586,2574.271630696586
Department_encoded Industry_encoded PG_Specialization_encoded,-2573.904282438844,2573.904282438844
Passing_Year_Of_PHD Current_CTC Certifications,-2573.83953316322,2573.83953316322
Current_CTC Graduation_Specialization_encoded Education_Level_encoded,-2572.1602180216937,2572.1602180216937
Has_PG PG_Specialization_encoded,-2571.332652956498,2571.332652956498
No_Of_Companies_worked Number_of_Publications Designation_encoded,-2566.238582845738,2566.238582845738
Inhand_Offer Graduation_Specialization_encoded University_Grad_encoded,2564.2155585549604,2564.2155585549604
Total_Experience University_Grad_encoded PHD_Specialization_encoded,2563.6332393496305,2563.6332393496305
Department_encoded Designation_encoded University_PHD_encoded,-2562.1030950913982,2562.1030950913982
Total_Experience Certifications Curent_Location_encoded,2561.8325737805576,2561.8325737805576
Current_CTC University_PG_encoded^2,2561.7228866296837,2561.7228866296837
Total_Experience_in_field_applied Performance_Score University_Grad_encoded,2561.174962142451,2561.174962142451
Total_Experience_in_field_applied Field_Specialization_Ratio University_PHD_encoded,-2561.0241036336383,2561.0241036336383
Performance_Score Department_encoded Graduation_Specialization_encoded,-2557.1420855203824,2557.1420855203824
Passing_Year_Of_PG Number_of_Publications University_PG_encoded,2554.379281301312,2554.379281301312
Certifications PG_Specialization_encoded Preferred_location_encoded,2553.060557317627,2553.060557317627
Certifications University_PHD_encoded Curent_Location_encoded,-2550.862935334838,2550.862935334838
Current_CTC Has_PG University_PHD_encoded,2549.496437382414,2549.496437382414
Passing_Year_Of_PHD Certifications Designation_encoded,2547.7329970495935,2547.7329970495935
Department_encoded Organization_encoded PHD_Specialization_encoded,-2546.9943730170144,2546.9943730170144
Current_CTC Organization_encoded Preferred_location_encoded,-2544.8678172506548,2544.8678172506548
Role_encoded PG_Specialization_encoded University_PHD_encoded,-2544.015756678222,2544.015756678222
PG_Specialization_encoded PHD_Specialization_encoded Curent_Location_encoded,-2543.7724071196603,2543.7724071196603
Passing_Year_Of_Graduation No_Of_Companies_worked Preferred_location_encoded,-2543.5012753680226,2543.5012753680226
Field_Specialization_Ratio Department_encoded University_PG_encoded,2543.2570914236157,2543.2570914236157
Total_Experience Has_PG Curent_Location_encoded,-2542.677091337597,2542.677091337597
Passing_Year_Of_PG Inhand_Offer Has_PHD,-2542.1907069983963,2542.1907069983963
Performance_Score Organization_encoded Graduation_Specialization_encoded,2540.559327724143,2540.559327724143
Field_Specialization_Ratio Performance_Score Designation_encoded,-2540.188743677597,2540.188743677597
Inhand_Offer Industry_encoded University_PHD_encoded,-2537.1299361710803,2537.1299361710803
Current_CTC PG_Specialization_encoded PHD_Specialization_encoded,2536.732142306289,2536.732142306289
Total_Experience University_PG_encoded Preferred_location_encoded,-2536.6234998469704,2536.6234998469704
Passing_Year_Of_PG Department_encoded,-2536.205140793629,2536.205140793629
Current_CTC Industry_encoded Preferred_location_encoded,-2534.792712396681,2534.792712396681
Passing_Year_Of_PHD^2 Performance_Score,-2533.628925469447,2533.628925469447
Number_of_Publications Field_Specialization_Ratio Organization_encoded,-2530.1477283807167,2530.1477283807167
Performance_Score Department_encoded Organization_encoded,-2528.2243390399317,2528.2243390399317
Total_Experience Inhand_Offer University_Grad_encoded,2528.0762601276406,2528.0762601276406
Passing_Year_Of_Graduation Department_encoded Designation_encoded,2526.8147293422808,2526.8147293422808
Industry_encoded Organization_encoded University_PG_encoded,-2525.689042649815,2525.689042649815
Organization_encoded University_PHD_encoded^2,-2521.8442234787485,2521.8442234787485
Passing_Year_Of_PHD Inhand_Offer Industry_encoded,-2520.6162934161903,2520.6162934161903
Passing_Year_Of_PG Department_encoded^2,-2519.2130352437944,2519.2130352437944
Current_CTC Has_PHD Curent_Location_encoded,2518.27456478739,2518.27456478739
Has_PG Role_encoded Designation_encoded,2517.831308606149,2517.831308606149
Total_Experience_in_field_applied Graduation_Specialization_encoded University_Grad_encoded,2515.1087556878374,2515.1087556878374
Inhand_Offer No_Of_Companies_worked University_PHD_encoded,-2512.9645947449217,2512.9645947449217
Has_PG Department_encoded Designation_encoded,2512.906733241782,2512.906733241782
Total_Experience_in_field_applied Passing_Year_Of_Graduation Designation_encoded,-2512.0335830237577,2512.0335830237577
Passing_Year_Of_PHD Number_of_Publications Performance_Score,-2509.054450523735,2509.054450523735
Number_of_Publications PG_Specialization_encoded Curent_Location_encoded,2508.1394070082088,2508.1394070082088
Industry_encoded^2 University_PHD_encoded,-2504.090505341918,2504.090505341918
Number_of_Publications Graduation_Specialization_encoded University_PG_encoded,2500.8596167985693,2500.8596167985693
Field_Specialization_Ratio Graduation_Specialization_encoded University_PHD_encoded,-2500.594121076759,2500.594121076759
University_Grad_encoded PHD_Specialization_encoded Preferred_location_encoded,-2499.2813024308903,2499.2813024308903
Field_Specialization_Ratio Has_PG Education_Level_encoded,2498.652998708296,2498.652998708296
Total_Experience_in_field_applied Industry_encoded Curent_Location_encoded,2498.2138592508454,2498.2138592508454
Role_encoded University_Grad_encoded Curent_Location_encoded,-2498.1338859075427,2498.1338859075427
Role_encoded PG_Specialization_encoded,2498.017612198153,2498.017612198153
Has_PHD Performance_Score Curent_Location_encoded,-2496.736231487755,2496.736231487755
Inhand_Offer Field_Specialization_Ratio Has_PG,2496.145381897005,2496.145381897005
Total_Experience_in_field_applied Performance_Score Graduation_Specialization_encoded,2495.639539763114,2495.639539763114
No_Of_Companies_worked University_Grad_encoded University_PG_encoded,2495.37079799003,2495.37079799003
No_Of_Companies_worked Has_PG Curent_Location_encoded,2494.615282129799,2494.615282129799
Designation_encoded Preferred_location_encoded,-2493.747383815675,2493.747383815675
International_degree_any Graduation_Specialization_encoded PHD_Specialization_encoded,-2493.247063250276,2493.247063250276
Passing_Year_Of_Graduation Performance_Score PHD_Specialization_encoded,2490.7747329456197,2490.7747329456197
Total_Experience International_degree_any Curent_Location_encoded,2490.457960833332,2490.457960833332
Has_PHD Performance_Score University_Grad_encoded,-2490.276938961598,2490.276938961598
Passing_Year_Of_Graduation Passing_Year_Of_PHD University_Grad_encoded,2489.4071889304696,2489.4071889304696
International_degree_any Organization_encoded Preferred_location_encoded,2489.2548837854547,2489.2548837854547
University_PHD_encoded Curent_Location_encoded^2,2488.6454568477716,2488.6454568477716
Passing_Year_Of_PG Certifications Graduation_Specialization_encoded,2487.572245240819,2487.572245240819
Role_encoded Designation_encoded PHD_Specialization_encoded,-2484.991055232802,2484.991055232802
Total_Experience Industry_encoded Graduation_Specialization_encoded,2482.1486173062503,2482.1486173062503
Inhand_Offer Certifications University_PHD_encoded,2481.272941083772,2481.272941083772
Passing_Year_Of_PG PHD_Specialization_encoded^2,-2480.112131464527,2480.112131464527
Total_Experience_in_field_applied PHD_Specialization_encoded Curent_Location_encoded,2475.188624769757,2475.188624769757
Total_Experience_in_field_applied Designation_encoded University_Grad_encoded,-2473.420621928111,2473.420621928111
Passing_Year_Of_PG Certifications University_PG_encoded,2472.5328079315827,2472.5328079315827
International_degree_any Performance_Score PHD_Specialization_encoded,2472.4937284442335,2472.4937284442335
Performance_Score Role_encoded Industry_encoded,-2469.789121252507,2469.789121252507
Department_encoded Industry_encoded Education_Level_encoded,-2467.9971461549567,2467.9971461549567
Passing_Year_Of_Graduation Performance_Score Education_Level_encoded,-2464.9632620110797,2464.9632620110797
Passing_Year_Of_PHD Certifications Department_encoded,2463.5249227313166,2463.5249227313166
Current_CTC International_degree_any Organization_encoded,-2461.228565983286,2461.228565983286
Number_of_Publications Certifications Designation_encoded,-2459.6370477893347,2459.6370477893347
No_Of_Companies_worked Designation_encoded Preferred_location_encoded,-2457.1806318741815,2457.1806318741815
Passing_Year_Of_PHD Department_encoded Designation_encoded,2457.081733611115,2457.081733611115
Certifications Role_encoded Graduation_Specialization_encoded,2455.4155876348323,2455.4155876348323
International_degree_any PG_Specialization_encoded Curent_Location_encoded,2454.094099331101,2454.094099331101
Has_PHD Performance_Score,-2453.0853668984746,2453.0853668984746
Total_Experience_in_field_applied Passing_Year_Of_Graduation Curent_Location_encoded,-2451.7623082276355,2451.7623082276355
Total_Experience Performance_Score Role_encoded,-2446.6131953314048,2446.6131953314048
Total_Experience Graduation_Specialization_encoded Preferred_location_encoded,2443.4475249053257,2443.4475249053257
